Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
583.1960861859089,0.03921245056298133,19.42969317500857,-20.9795735167074
600.9314045384817,0.03887368767280368,19.4071970802634,-21.89987005688232
619.206063816889,0.03869707084831594,19.38610450773267,-22.83472611325614
638.0364656795919,0.03906764389781211,19.37002546659897,-23.77132461620614
657.4395105686314,0.03766415901186507,19.35571477725338,-24.73648333653941
677.4326128779248,0.03915827890786387,19.34308858768742,-25.75794784231711
698.0337165828195,0.03819603099986226,19.32795198742157,-26.78139670675657
719.2613113449688,0.03933367266424077,19.31309386689716,-27.84952151940817
741.1344491069477,0.0393324682631009,19.29849224767329,-28.95345406491542
763.6727611915395,0.03855060216014843,19.28265866035964,-30.08682839527763
786.8964759210003,0.0395116433285705,19.26317783678393,-31.22516779308437
810.826436772157,0.03915984686137412,19.24539620336192,-32.38887844745133
