Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
50,-0.02595474966087193,26.14965290007848,144.5402890572748
82.41439528992959,0.01175398404725947,29.17858643341789,70.20683134212344
114.8287905798592,0.02400176879637913,28.73531368800102,39.76297130382248
147.2431858697888,0.01877747631044691,27.90806521501991,22.4963725005732
179.6575811597183,0.02556523189350247,27.66434895218227,15.71817407689333
212.0719764496479,0.02015390313939518,27.34419548527003,9.591354938118684
244.4863717395775,0.03238648502118574,27.01533256797903,5.494037142315161
276.9007670295071,0.01414643271005383,26.98597902583256,0.07286841317026216
309.3151623194367,0.02596226634209106,26.87565793155155,-2.52227301347466
341.7295576093662,0.02775109157065504,26.86409425902826,-5.374659231553423
374.1439528992958,0.005449805591466174,26.74393811659399,-8.805795306341782
406.5583481892254,0.00288528733779077,26.69370774346684,-10.45515252664338
438.972743479155,0.01891038857489283,26.58714753098597,-13.06660781769226
471.3871387690846,0.02751707863977224,26.48568417061839,-15.15698040015009
503.8015340590142,0.02595034450518918,26.39870967636293,-16.95246986428421
536.2159293489437,0.0185206820268651,26.40792617684658,-18.98654067716564
568.6303246388734,0.04886417901962915,26.3143517441695,-20.71656772799767
601.0447199288029,0.01622661542674967,26.29211874972078,-22.26854390972121
633.4591152187324,0.0343049701695293,26.24042836406896,-24.02113619119251
665.8735105086621,0.01918456255867415,26.21335870322484,-25.43355640361006
698.2879057985916,0.01662900511595742,26.20712626332805,-27.44824954318245
730.7023010885213,0.01557194719457908,26.17103675590754,-28.96197872643509
763.1166963784508,0.03223546142061886,26.1368276962882,-30.63515557389979
795.5310916683804,0.0283681164466276,26.10908352307703,-32.29347921583737
827.94548695831,0.02098679443148011,26.08014444683963,-33.90150983310954
860.3598822482396,0.01577417248603642,26.05843208547414,-35.50102039291585
892.7742775381691,0.02223597508593294,26.0142152339445,-36.83357043477702
925.1886728280988,0.03803470725753919,25.98025062732557,-38.58619279980388
957.6030681180283,0.02787731252824409,25.97232193444281,-39.96016349199374
990.017463407958,0.0131222189621422,25.95303518618067,-41.34641408572388
1022.431858697887,0.0444684176224194,25.89852282589674,-42.92386542458681
1054.846253987817,-0.0007919729760073114,25.92806473792676,-44.51152410032388
1087.260649277747,-0.001433623370934669,25.89222427627551,-45.96712957717235
1119.675044567676,0.0143182353214719,25.87983127772434,-47.50525680387086
1152.089439857606,0.01474391424869364,25.88561168186513,-48.94248452634074
1184.503835147535,0.02181739886695205,25.86429659076432,-50.57859025817785
1216.918230437465,0.007391935605661433,25.85055253784767,-52.15722147434536
1249.332625727395,-0.005245137665082865,25.83529109022105,-53.75152635664082
1281.747021017324,-0.0009851248207864466,25.82221038425904,-55.24611762627914
1314.161416307254,-0.0004784708764665115,25.80855035563686,-56.8413412153517
1346.575811597183,0.03152864109706986,25.76979042236863,-58.40941945249079
1378.990206887113,0.03108604563995022,25.76257341661417,-59.84646157011957
1411.404602177043,0.01028355678215015,25.75766605807223,-61.53635460705171
1443.818997466972,0.02046047263305863,25.73544193722695,-63.19134301891226
1476.233392756902,0.02788166191871999,25.71547357732201,-64.7791094437983
1508.647788046831,0.01664266813176498,25.72115572119291,-66.40267358621753
1541.062183336761,0.02961710159320839,25.70578593113219,-67.93536046907977
1573.476578626691,-0.0001377744663122485,25.70331441824571,-69.50026700308275
1605.89097391662,0.01628904233121153,25.66932203447653,-71.43397997673334
1638.30536920655,0.02460869272722618,25.64834890219971,-73.04666353561657
1670.719764496479,0.02095973922027039,25.63884738592967,-74.85259092184008
1703.134159786409,0.006174260827367816,25.62813394806537,-76.53552642774872
1735.548555076338,0.02923491796677941,25.58894942107143,-78.26147348711618
1767.962950366268,0.02073715108214386,25.57878538550371,-80.27094020562851
1800.377345656198,-0.009842412795909548,25.57618036996601,-82.10344138259369
1832.791740946127,0.004521575584804004,25.5453914982154,-83.85129098821896
1865.206136236057,0.01746756698566843,25.48229300269842,-85.67989252777932
1897.620531525986,0.002521524551409072,25.46331211495961,-87.54560017632677
1930.034926815916,0.01552410664700148,25.41010406145198,-89.56141761007071
1962.449322105845,0.01293358222345409,25.36586298341245,-91.48157509366584
1994.863717395775,0.01518572756359488,25.32413510659151,-93.44546523698472
2027.278112685705,0.007969707988592537,25.28085773102453,-95.48944601657621
2059.692507975634,-0.003905670374155068,25.21228172697423,-97.53104217894418
2092.106903265564,-0.005639045225283178,25.15664763107831,-99.16319968527102
2124.521298555494,0.02390382479322755,25.06482844934013,-101.5093279476984
2156.935693845423,0.01537785399149151,24.99296449834387,-103.530450998121
2189.350089135352,-0.0004884322921922533,24.93100734728087,-105.4637210456932
2221.764484425282,0.02163249210458429,24.81144523578243,-107.4851322331805
2254.178879715212,0.008219834645390984,24.72039655106394,-109.6389904169095
2286.593275005141,-0.006164972101704121,24.64783056279511,-111.7078289634022
2319.007670295071,-0.006333782346212786,24.5343631038998,-113.7701031069973
2351.422065585,0.02167364517314999,24.38371153635519,-115.7605214564653
2383.83646087493,0.008970076170166232,24.27416090551933,-117.8563989801505
2416.25085616486,0.005753579238658909,24.1439449334656,-119.7006295468528
2448.665251454789,0.04861934665830633,23.98032221291908,-122.018087442193
2481.079646744719,-0.01732725547269171,23.8789127416237,-123.9508051339257
2513.494042034648,0.01621434376556276,23.67950544450738,-125.8601445141589
2545.908437324578,-0.02019234456924849,23.54417972258546,-127.9731285689525
2578.322832614508,0.006432699132575521,23.37183756392698,-129.9342377710441
2610.737227904437,0.009225064218067368,23.22501777297137,-131.743855178417
